11;;11;Indicadores Con Cinta Enmascarar;0
25;;25;Puno 0.10*0.08 Tela Deportiva;0
25;;25;Puno 0.10*0.08 Tela Deportiva;0
47;;47;Pasacordones(Corte)Mt5A;0
47;;47;Pasacordones(Corte)Mt5A;0
47;;47;Pasacordones(Corte)Mt5A;0
47;;47;Pasacordones(Corte)Mt5A;0
54;;54;Bata Man.Japonesa T L Mt5A;0
54;;54;Bata Man.Japonesa T L Mt5A;0
54;;54;Bata Man.Japonesa T L Mt5A;0
54;;54;Bata Man.Japonesa T L Mt5A;0
55;;55;Campo 4 Piq.2.18*0.65(Corte)Mt5A;0
55;;55;Campo 4 Piq.2.18*0.65(Corte)Mt5A;0
55;;55;Campo 4 Piq.2.18*0.65(Corte)Mt5A;0
55;;55;Campo 4 Piq.2.18*0.65(Corte)Mt5A;0
56;;56;Sabana Resor.2.15*0.65 Mt5A;0
56;;56;Sabana Resor.2.15*0.65 Mt5A;0
57;;57;Bata Man.Japonesa T Xl Mt5A;0
57;;57;Bata Man.Japonesa T Xl Mt5A;0
57;;57;Bata Man.Japonesa T Xl Mt5A;0
57;;57;Bata Man.Japonesa T Xl Mt5A;0
61;;61;Campo 4 Piq.2.13*1.10(Corte)Mt5A;0
61;;61;Campo 4 Piq.2.13*1.10(Corte)Mt5A;0
61;;61;Campo 4 Piq.2.13*1.10(Corte)Mt5A;0
61;;61;Campo 4 Piq.2.13*1.10(Corte)Mt5A;0
65;;65;Campo 1.50*1.20(Corte)Lc0A;0
65;;65;Campo 1.50*1.20(Corte)Lc0A;0
65;;65;Campo 1.50*1.20(Corte)Lc0A;0
65;;65;Campo 1.50*1.20(Corte)Lc0A;0
68;;68;Bata Pediatrica T L (Kit);0
68;;68;Bata Pediatrica T L (Kit);0
68;;68;Bata Pediatrica T L (Kit);0
68;;68;Bata Pediatrica T L (Kit);0
70;;70;Bata Pediatrica Estandar Mt5A;0
70;;70;Bata Pediatrica Estandar Mt5A;0
70;;70;Bata Pediatrica Estandar Mt5A;0
70;;70;Bata Pediatrica Estandar Mt5A;0
75;;75;Baton Amer.P.A.No Est (200076);0
75;;75;Baton Amer.P.A.No Est (200076);0
75;;75;Baton Amer.P.A.No Est (200076);0
76;;76;Baton Amer.P.A.Esteril Mt5A;0
76;;76;Baton Amer.P.A.Esteril Mt5A;0
76;;76;Baton Amer.P.A.Esteril Mt5A;0
76;;76;Baton Amer.P.A.Esteril Mt5A;0
78;;78;Baton Amer.P.A.(Paq)Lc0A;0
78;;78;Baton Amer.P.A.(Paq)Lc0A;0
78;;78;Baton Amer.P.A.(Paq)Lc0A;0
78;;78;Baton Amer.P.A.(Paq)Lc0A;0
78;;78;Baton Amer.P.A.(Paq)Lc0A;0
82;;82;Baton Amer.P.A.Man.Ref.Lc0A No Est200081;0
82;;82;Baton Amer.P.A.Man.Ref.Lc0A No Est200081;0
82;;82;Baton Amer.P.A.Man.Ref.Lc0A No Est200081;0
85;;85;Envolvedera 0.60*0.60 Mt5A;0
87;;87;Envolvedera 0.80*0.60 Mt5A;0
89;;89;Campo Aux. 0.80*0.65(Paq)Mt5A;0
90;;90;Envolvedera 1.00*1.00 Mt5A;0
91;;91;Envolvedera 0.50*0.50 Mt5A;0
92;;92;Campo Aux. 1.00*1.00(Paq)Mt5A;0
99;;99;Bolsa Para Fluidos Cardio 99*66 P2Gt;0
100;;100;Bata Man.Japonesa T Xl(Corte)Mt5A;0
100;;100;Bata Man.Japonesa T Xl(Corte)Mt5A;0
100;;100;Bata Man.Japonesa T Xl(Corte)Mt5A;0
100;;100;Bata Man.Japonesa T Xl(Corte)Mt5A;0
102;;102;Bata Man.Larga Resor.T L Mt5A;0
102;;102;Bata Man.Larga Resor.T L Mt5A;0
102;;102;Bata Man.Larga Resor.T L Mt5A;0
102;;102;Bata Man.Larga Resor.T L Mt5A;0
102;;102;Bata Man.Larga Resor.T L Mt5A;0
106;;106;Paq.Laparotomia No.1 No Est (200107);0
106;;106;Paq.Laparotomia No.1 No Est (200107);0
106;;106;Paq.Laparotomia No.1 No Est (200107);0
106;;106;Paq.Laparotomia No.1 No Est (200107);0
109;;109;Paq.Pequena Cirugia General No Est(20011;0
109;;109;Paq.Pequena Cirugia General No Est(20011;0
109;;109;Paq.Pequena Cirugia General No Est(20011;0
109;;109;Paq.Pequena Cirugia General No Est(20011;0
110;;110;Paq.Pequena Cirugia General Esteril;0
111;;111;Campo Aux. 0.60*0.60/Adh.(Paq)Mt5A;0
111;;111;Campo Aux. 0.60*0.60/Adh.(Paq)Mt5A;0
112;;112;Campo Aux. 0.80*0.65/Adh.(Paq)Mt5A;0
112;;112;Campo Aux. 0.80*0.65/Adh.(Paq)Mt5A;0
113;;113;Campo Aux. 1.00*1.00/Adh.(Paq)Mt5A;0
113;;113;Campo Aux. 1.00*1.00/Adh.(Paq)Mt5A;0
114;;114;Campo Aux. 0.50*0.50(Paq)Mt5A;0
116;;116;Campo Cardiovascular 3.00*2.00(Paq)Lc0A;0
117;;117;Campo Cardiovascular 3.50*2.00(Paq)Lc0A;0
119;;119;Campo Cardiovascular 2.50*2.00(Paq)Lc0A;0
120;;120;Campo 2.20*1.20(Corte)Mt5A;0
120;;120;Campo 2.20*1.20(Corte)Mt5A;0
120;;120;Campo 2.20*1.20(Corte)Mt5A;0
120;;120;Campo 2.20*1.20(Corte)Mt5A;0
123;;123;Campo Hemodin.3.40*2.00(Paq)Lc0A;0
123;;123;Campo Hemodin.3.40*2.00(Paq)Lc0A;0
123;;123;Campo Hemodin.3.40*2.00(Paq)Lc0A;0
124;;124;Campo Hemodin.3.20*2.00(Paq)Lc0A;0
124;;124;Campo Hemodin.3.20*2.00(Paq)Lc0A;0
124;;124;Campo Hemodin.3.20*2.00(Paq)Lc0A;0
130;;130;Campo Ojo 0.50*0.50 F10 Mt5A;0
130;;130;Campo Ojo 0.50*0.50 F10 Mt5A;0
136;;136;Funda Para Cable Res.0.80*0.15(Paq)Mt5A;0
136;;136;Funda Para Cable Res.0.80*0.15(Paq)Mt5A;0
136;;136;Funda Para Cable Res.0.80*0.15(Paq)Mt5A;0
139;;139;Campo En U 2.00*1.50 Esteril Lc0A;0
139;;139;Campo En U 2.00*1.50 Esteril Lc0A;0
139;;139;Campo En U 2.00*1.50 Esteril Lc0A;0
139;;139;Campo En U 2.00*1.50 Esteril Lc0A;0
140;;140;Campo En U 2.00*1.50 No Esteril Lc0A;0
140;;140;Campo En U 2.00*1.50 No Esteril Lc0A;0
140;;140;Campo En U 2.00*1.50 No Esteril Lc0A;0
140;;140;Campo En U 2.00*1.50 No Esteril Lc0A;0
141;;141;Campo En U 2.00*1.50(Paq)Lc0A;0
141;;141;Campo En U 2.00*1.50(Paq)Lc0A;0
144;;144;Campo En U 3.00*2.00/Adh(Paq)Lc0A;0
147;;147;Campo Operatorio 2.40*1.40/Ref(Paq)Mt5A;0
147;;147;Campo Operatorio 2.40*1.40/Ref(Paq)Mt5A;0
147;;147;Campo Operatorio 2.40*1.40/Ref(Paq)Mt5A;0
152;;152;Campo Perin.2.50*2.00/Adh(Paq)Lc0A;0
152;;152;Campo Perin.2.50*2.00/Adh(Paq)Lc0A;0
157;;157;Cubremesa 2.00*1.40 P2Ga(Paq);0
161;;161;Cubremesa 2.30*2.00 P2Ga(Paq);0
163;;163;Mangas(Corte)Lc0A;0
163;;163;Mangas(Corte)Lc0A;0
163;;163;Mangas(Corte)Lc0A;0
163;;163;Mangas(Corte)Lc0A;0
165;;165;Envolvedera 1.20*1.20 Mt5A;0
166;;166;Envolvedera 1.20*1.20(Paq)Mt5A;0
168;;168;Funda Para Almohada 0.70*0.50 Mt5A;0
168;;168;Funda Para Almohada 0.70*0.50 Mt5A;0
171;;171;Etiqueta Rectangular 3.2*2.5 Impresas;0
172;;172;Funda Para Almohada 0.95*0.50 Mt5A;0
172;;172;Funda Para Almohada 0.95*0.50 Mt5A;0
176;;176;Funda Americana 1.30*0.60 Mt5A;0
176;;176;Funda Americana 1.30*0.60 Mt5A;0
177;;177;Funda Para Tubo Rectangular(Corte)Mt5A;0
177;;177;Funda Para Tubo Rectangular(Corte)Mt5A;0
177;;177;Funda Para Tubo Rectangular(Corte)Mt5A;0
177;;177;Funda Para Tubo Rectangular(Corte)Mt5A;0
178;;178;Funda Para Tubo Rectangular(Paq)Mt5A;0
178;;178;Funda Para Tubo Rectangular(Paq)Mt5A;0
178;;178;Funda Para Tubo Rectangular(Paq)Mt5A;0
179;;179;Funda Americana 1.30*0.60 P2Ga(Paq)Lc0A;0
179;;179;Funda Americana 1.30*0.60 P2Ga(Paq)Lc0A;0
180;;180;Funda Americana 1.30*0.60(Paq)Mt5A;0
180;;180;Funda Americana 1.30*0.60(Paq)Mt5A;0
182;;182;Funda Americana 1.30*0.60(Paq)Lc0A;0
182;;182;Funda Americana 1.30*0.60(Paq)Lc0A;0
185;;185;Gorro Cirujano Mt5A;0
185;;185;Gorro Cirujano Mt5A;0
185;;185;Gorro Cirujano Mt5A;0
189;;189;Gorro Redondo Blanco;0
189;;189;Gorro Redondo Blanco;0
191;;191;Gorro Redondo Mt5A;0
191;;191;Gorro Redondo Mt5A;0
191;;191;Gorro Redondo Mt5A;0
197;;197;Gorro Trauma Mt5A;0
197;;197;Gorro Trauma Mt5A;0
200;;200;Campo Operatorio 1.45*1.20 (Paq)Lc0A;0
200;;200;Campo Operatorio 1.45*1.20 (Paq)Lc0A;0
204;;204;Kit Cirujano No 6;0
205;;205;Kit Cirujano No 1;0
215;;215;Paq.Liposuccion No.1 No Est (200216);0
215;;215;Paq.Liposuccion No.1 No Est (200216);0
215;;215;Paq.Liposuccion No.1 No Est (200216);0
215;;215;Paq.Liposuccion No.1 No Est (200216);0
218;;218;Paq.Pterigio No Est (200217);0
218;;218;Paq.Pterigio No Est (200217);0
218;;218;Paq.Pterigio No Est (200217);0
218;;218;Paq.Pterigio No Est (200217);0
221;;221;Kit Farmaceutico No Est (200220);0
221;;221;Kit Farmaceutico No Est (200220);0
221;;221;Kit Farmaceutico No Est (200220);0
221;;221;Kit Farmaceutico No Est (200220);0
222;;222;Campo 2.40*1.38 Fen.(Corte) Mt5A;0
222;;222;Campo 2.40*1.38 Fen.(Corte) Mt5A;0
222;;222;Campo 2.40*1.38 Fen.(Corte) Mt5A;0
222;;222;Campo 2.40*1.38 Fen.(Corte) Mt5A;0
223;;223;Kit Paciente No 2;0
224;;224;Kit Paciente No 1;0
231;;231;Sabana Plana 2.00*1.00/Adh(Paq)Mt5A;0
231;;231;Sabana Plana 2.00*1.00/Adh(Paq)Mt5A;0
232;;232;Campo Ojo 1.00*1.00 No Esteril Mt5A;0
232;;232;Campo Ojo 1.00*1.00 No Esteril Mt5A;0
232;;232;Campo Ojo 1.00*1.00 No Esteril Mt5A;0
232;;232;Campo Ojo 1.00*1.00 No Esteril Mt5A;0
233;;233;Campo Ojo 1.00*1.00 Esteril F10 Mt5A;0
233;;233;Campo Ojo 1.00*1.00 Esteril F10 Mt5A;0
233;;233;Campo Ojo 1.00*1.00 Esteril F10 Mt5A;0
233;;233;Campo Ojo 1.00*1.00 Esteril F10 Mt5A;0
234;;234;Envolvedera 1.50*1.50 Fc5A;0
235;;235;Pantaloneta Fractura T L Mt5A;0
235;;235;Pantaloneta Fractura T L Mt5A;0
235;;235;Pantaloneta Fractura T L Mt5A;0
236;;236;Campo 2.80*0.33(Corte)Mt5A;0
236;;236;Campo 2.80*0.33(Corte)Mt5A;0
236;;236;Campo 2.80*0.33(Corte)Mt5A;0
236;;236;Campo 2.80*0.33(Corte)Mt5A;0
239;;239;Panty De Tira Mt5A;0
239;;239;Panty De Tira Mt5A;0
239;;239;Panty De Tira Mt5A;0
239;;239;Panty De Tira Mt5A;0
241;;241;Campo 3.20*0.95(Corte)Lc0A;0
241;;241;Campo 3.20*0.95(Corte)Lc0A;0
241;;241;Campo 3.20*0.95(Corte)Lc0A;0
241;;241;Campo 3.20*0.95(Corte)Lc0A;0
243;;243;Paq.Cirugia General No.2 No Est (200244);0
243;;243;Paq.Cirugia General No.2 No Est (200244);0
243;;243;Paq.Cirugia General No.2 No Est (200244);0
243;;243;Paq.Cirugia General No.2 No Est (200244);0
244;;244;Paq.Cirugia General Esteril;0
244;;244;Paq.Cirugia General Esteril;0
